ENTREGAS;NivelServ;LeadTime_dias;Cantidad_kg;Valoracion;Ciudad;Provincia;Cliente;Dolares;OTIF;Orden Perfecta;PendienteCombro
E6050;96%; 9 ; 171 ;Malo; Machala        ; Tungurahua      ;C0001001325; $786,05 ;80%;60%;NO
E6051;87%; 3 ; 64 ;Malo; Ambato         ; Santo Domingo   ;C0001002250; $254,44 ;82%;57%;NO
E6052;91%; 4 ; 81 ;Muy Malo; Cuenca         ; Chimborazo      ;C0001001560; $290,63 ;85%;64%;NO
E6053;86%; 5 ; 105 ;Reguar; Santo Domingo  ; El Oro          ;C0001001484; $125,50 ;80%;54%;NO
E6054;91%; 3 ; 62 ;Muy Malo; Manta          ; Esmeraldas      ;C0001002439; $61,73 ;86%;66%;NO
E6055;90%; 10 ; 192 ;Malo; Riobamba       ; Guayas          ;C0001001882; $623,03 ;86%;65%;NO
E6056;91%; 10 ; 185 ;Bueno; Manta          ; Guayas          ;C0001001223; $877,47 ;89%;71%;NO
E6057;88%; 11 ; 210 ;Muy Bueno; Guayaquil      ; Guayas          ;C0001002067; $398,32 ;77%;51%;NO
E6058;94%; 12 ; 222 ;Bueno; Portoviejo     ; Manabí          ;C0001001524; $665,46 ;83%;63%;NO
E6059;90%; 11 ; 215 ;Bueno; Guayaquil      ; Azuay           ;C0001002278; $772,92 ;85%;64%;NO
E6060;91%; 8 ; 152 ;Bueno; Durán          ; Guayas          ;C0001002089; $303,46 ;80%;57%;NO
E6061;89%; 10 ; 187 ;Bueno; Ambato         ; Loja            ;C0001001769; $420,01 ;90%;71%;NO
E6062;84%; 8 ; 159 ;Reguar; Guayaquil      ; Pichincha       ;C0001001723; $237,78 ;85%;59%;NO
E6063;91%; 5 ; 101 ;Muy Malo; Portoviejo     ; Manabí          ;C0001002208; $221,61 ;84%;63%;NO
E6064;97%; 11 ; 211 ;Muy Bueno; Quito          ; Manabí          ;C0001001517; $527,28 ;88%;74%;NO
E6065;91%; 9 ; 174 ;Reguar; Portoviejo     ; Manabí          ;C0001001889; $295,34 ;91%;74%;NO
E6066;91%; 3 ; 59 ;Reguar; Ambato         ; Guayas          ;C0001002476; $223,17 ;82%;60%;NO
E6067;86%; 10 ; 191 ;Muy Malo; Machala        ; El Oro          ;C0001001947; $514,57 ;83%;58%;NO
E6068;87%; 3 ; 69 ;Muy Malo; Portoviejo     ; El Oro          ;C0001001626; $205,83 ;80%;55%;NO
E6069;85%; 9 ; 177 ;Bueno; Santo Domingo  ; Manabí          ;C0001001698; $370,76 ;90%;67%;SI
E6070;88%; 5 ; 106 ;Malo; Santo Domingo  ; Loja            ;C0001002314; $422,56 ;87%;65%;NO
E6071;95%; 7 ; 138 ;Bueno; Manta          ; Guayas          ;C0001001941; $620,33 ;87%;70%;NO
E6072;87%; 2 ; 48 ;Bueno; Cuenca         ; Manabí          ;C0001002291; $161,87 ;90%;69%;NO
E6073;89%; 8 ; 149 ;Bueno; Esmeraldas     ; Manabí          ;C0001001581; $706,18 ;84%;62%;NO
E6074;91%; 5 ; 104 ;Reguar; Machala        ; El Oro          ;C0001002108; $331,94 ;76%;52%;NO
E6075;89%; 1 ; 28 ;Bueno; Guayaquil      ; Guayas          ;C0001001429; $63,64 ;77%;52%;SI
E6076;92%; 11 ; 209 ;Bueno; Ambato         ; Tungurahua      ;C0001002047; $751,54 ;88%;70%;SI
E6077;88%; 9 ; 177 ;Malo; Santo Domingo  ; Guayas          ;C0001001696; $609,41 ;83%;59%;SI
E6078;92%; 7 ; 140 ;Muy Bueno; Ambato         ; Tungurahua      ;C0001001600; $663,86 ;89%;71%;NO
E6079;87%; 6 ; 116 ;Muy Bueno; Quito          ; Manabí          ;C0001001522; $433,54 ;86%;63%;NO
E6080;92%; 2 ; 41 ;Muy Bueno; Quito          ; Manabí          ;C0001001258; $105,98 ;90%;73%;NO
E6081;89%; 1 ; 22 ;Malo; Riobamba       ; Pichincha       ;C0001002169; $124,60 ;91%;72%;NO
E6082;93%; 8 ; 158 ;Reguar; Ambato         ; Esmeraldas      ;C0001002389; $347,14 ;78%;55%;SI
E6083;92%; 11 ; 206 ;Bueno; Riobamba       ; Santo Domingo   ;C0001001227; $246,91 ;88%;70%;SI
E6084;93%; 14 ; 263 ;Bueno; Esmeraldas     ; Tungurahua      ;C0001001774; $420,46 ;82%;61%;NO
E6085;95%; 6 ; 124 ;Reguar; Loja           ; Azuay           ;C0001002036; $198,16 ;80%;60%;SI
E6086;92%; 4 ; 78 ;Malo; Loja           ; Chimborazo      ;C0001002247; $198,29 ;90%;73%;NO
E6087;85%; 3 ; 62 ;Bueno; Machala        ; Santo Domingo   ;C0001001922; $120,02 ;85%;60%;SI
E6088;85%; 6 ; 123 ;Muy Bueno; Cuenca         ; Esmeraldas      ;C0001001397; $367,65 ;76%;48%;NO
E6089;89%; 11 ; 207 ;Malo; Cuenca         ; Chimborazo      ;C0001002273; $620,01 ;83%;60%;NO
E6090;91%; 4 ; 78 ;Muy Malo; Portoviejo     ; El Oro          ;C0001001204; $369,22 ;88%;69%;SI
E6091;87%; 7 ; 139 ;Muy Malo; Machala        ; Santo Domingo   ;C0001001173; $478,20 ;80%;55%;NO
E6092;89%; 5 ; 102 ;Reguar; Loja           ; Tungurahua      ;C0001002190; $320,26 ;88%;68%;NO
E6093;90%; 14 ; 263 ;Bueno; Manta          ; Manabí          ;C0001001618; $840,64 ;85%;64%;SI
E6094;88%; 11 ; 213 ;Muy Bueno; Loja           ; Manabí          ;C0001002185; $850,56 ;79%;54%;NO
E6095;93%; 11 ; 207 ;Bueno; Manta          ; Guayas          ;C0001001788; $992,59 ;87%;69%;SI
E6096;90%; 10 ; 194 ;Bueno; Loja           ; Manabí          ;C0001001783; $387,40 ;82%;59%;NO
E6097;92%; 13 ; 241 ;Malo; Esmeraldas     ; Pichincha       ;C0001001409; $770,43 ;81%;59%;SI
E6098;92%; 5 ; 102 ;Bueno; Santo Domingo  ; Azuay           ;C0001001591; $432,48 ;85%;65%;SI
E6099;83%; 2 ; 41 ;Reguar; Riobamba       ; Santo Domingo   ;C0001001311; $74,68 ;83%;56%;NO
E6100;94%; 7 ; 136 ;Muy Bueno; Durán          ; Azuay           ;C0001001349; $570,44 ;82%;62%;NO
E6101;95%; 11 ; 204 ;Reguar; Durán          ; Manabí          ;C0001002224; $611,55 ;86%;69%;SI
E6102;91%; 5 ; 105 ;Muy Bueno; Manta          ; Chimborazo      ;C0001001998; $654,56 ;84%;63%;NO
E6103;90%; 4 ; 85 ;Bueno; Portoviejo     ; Esmeraldas      ;C0001002145; $177,87 ;88%;68%;NO
E6104;90%; 11 ; 204 ;Malo; Riobamba       ; Chimborazo      ;C0001002324; $519,44 ;88%;68%;SI
E6105;92%; 5 ; 100 ;Malo; Esmeraldas     ; Tungurahua      ;C0001002485; $209,50 ;88%;70%;SI
E6106;90%; 7 ; 140 ;Reguar; Cuenca         ; Tungurahua      ;C0001001915; $419,10 ;86%;65%;NO
E6107;89%; 12 ; 232 ;Muy Bueno; Ambato         ; Guayas          ;C0001001845; $729,76 ;81%;57%;NO
E6108;89%; 6 ; 113 ;Muy Bueno; Guayaquil      ; Esmeraldas      ;C0001002492; $535,18 ;79%;54%;SI
E6109;84%; 3 ; 67 ;Reguar; Portoviejo     ; Manabí          ;C0001001215; $266,08 ;78%;50%;NO
E6110;90%; 7 ; 135 ;Muy Malo; Durán          ; Chimborazo      ;C0001002206; $269,40 ;87%;67%;NO
E6111;90%; 10 ; 191 ;Reguar; Esmeraldas     ; Manabí          ;C0001002440; $686,52 ;82%;59%;NO
E6112;84%; 9 ; 177 ;Muy Bueno; Durán          ; Loja            ;C0001001951; $458,95 ;84%;58%;SI
E6113;86%; 11 ; 213 ;Bueno; Manta          ; Manabí          ;C0001002396; $1.169,19 ;79%;53%;NO
E6114;91%; 11 ; 210 ;Bueno; Riobamba       ; Chimborazo      ;C0001001998; $314,60 ;79%;56%;SI
E6115;91%; 1 ; 29 ;Malo; Guayaquil      ; Esmeraldas      ;C0001001205; $79,01 ;80%;57%;NO
E6116;94%; 11 ; 214 ;Reguar; Manta          ; Guayas          ;C0001001297; $470,40 ;89%;73%;NO
E6117;93%; 6 ; 119 ;Bueno; Cuenca         ; Esmeraldas      ;C0001001286; $296,98 ;85%;66%;SI
E6118;97%; 10 ; 195 ;Reguar; Durán          ; Santo Domingo   ;C0001001935; $428,80 ;81%;62%;NO
E6119;93%; 12 ; 223 ;Reguar; Guayaquil      ; Pichincha       ;C0001002259; $634,95 ;82%;61%;NO
E6120;88%; 4 ; 87 ;Muy Bueno; Manta          ; Pichincha       ;C0001001857; $155,95 ;78%;52%;SI
E6121;89%; 10 ; 188 ;Malo; Quito          ; Guayas          ;C0001002434; $825,75 ;87%;66%;NO
E6122;89%; 8 ; 157 ;Muy Malo; Quito          ; Esmeraldas      ;C0001001661; $587,51 ;86%;65%;NO
E6123;96%; 12 ; 222 ;Malo; Loja           ; Esmeraldas      ;C0001001108; $621,26 ;82%;63%;NO
E6124;92%; 3 ; 64 ;Reguar; Esmeraldas     ; Chimborazo      ;C0001001841; $255,04 ;81%;59%;SI
E6125;84%; 1 ; 27 ;Muy Malo; Durán          ; Manabí          ;C0001001528; $34,48 ;82%;55%;NO
E6126;89%; 7 ; 133 ;Reguar; Loja           ; Azuay           ;C0001001021; $437,81 ;90%;71%;SI
E6127;85%; 6 ; 118 ;Muy Malo; Durán          ; Azuay           ;C0001001449; $587,75 ;87%;63%;NO
E6128;90%; 10 ; 196 ;Muy Malo; Santo Domingo  ; Pichincha       ;C0001001019; $665,38 ;85%;64%;NO
E6129;85%; 2 ; 42 ;Muy Bueno; Loja           ; Guayas          ;C0001001885; $149,58 ;80%;53%;NO
E6130;96%; 13 ; 246 ;Muy Malo; Ambato         ; Santo Domingo   ;C0001001693; $319,64 ;85%;68%;SI
E6131;95%; 4 ; 80 ;Muy Bueno; Manta          ; Pichincha       ;C0001002395; $271,49 ;76%;54%;NO
E6132;89%; 10 ; 186 ;Reguar; Esmeraldas     ; El Oro          ;C0001001182; $881,93 ;86%;65%;NO
E6133;90%; 9 ; 172 ;Muy Malo; Esmeraldas     ; Manabí          ;C0001002184; $223,21 ;83%;61%;NO
E6134;93%; 6 ; 115 ;Bueno; Loja           ; Manabí          ;C0001001485; $241,06 ;83%;63%;NO
E6135;93%; 8 ; 153 ;Muy Bueno; Cuenca         ; Pichincha       ;C0001001604; $320,86 ;82%;61%;NO
E6136;92%; 4 ; 88 ;Malo; Santo Domingo  ; Chimborazo      ;C0001001543; $280,83 ;76%;52%;NO
E6137;89%; 8 ; 148 ;Bueno; Riobamba       ; Guayas          ;C0001002329; $738,35 ;89%;69%;NO
E6138;90%; 9 ; 169 ;Muy Bueno; Ambato         ; Esmeraldas      ;C0001002003; $463,93 ;84%;62%;NO
E6139;90%; 9 ; 167 ;Reguar; Machala        ; Azuay           ;C0001001811; $766,82 ;86%;65%;NO
E6140;91%; 4 ; 86 ;Muy Bueno; Durán          ; Guayas          ;C0001001819; $377,21 ;87%;68%;SI
E6141;94%; 13 ; 251 ;Malo; Portoviejo     ; Manabí          ;C0001002466; $790,08 ;86%;68%;NO
E6142;93%; 2 ; 40 ;Malo; Loja           ; Chimborazo      ;C0001001410; $83,56 ;86%;67%;NO
E6143;96%; 9 ; 166 ;Malo; Guayaquil      ; Pichincha       ;C0001002293; $547,40 ;89%;75%;SI
E6144;94%; 2 ; 51 ;Bueno; Durán          ; Loja            ;C0001002375; $292,22 ;86%;68%;NO
E6145;94%; 10 ; 195 ;Muy Bueno; Loja           ; Loja            ;C0001001221; $526,01 ;85%;67%;NO
E6146;94%; 7 ; 139 ;Bueno; Machala        ; Guayas          ;C0001001978; $333,17 ;87%;70%;NO
E6147;90%; 12 ; 231 ;Muy Bueno; Riobamba       ; Pichincha       ;C0001001197; $461,40 ;78%;54%;NO
E6148;93%; 1 ; 26 ;Muy Malo; Manta          ; Guayas          ;C0001001237; $108,32 ;87%;69%;NO
E6149;90%; 12 ; 230 ;Muy Bueno; Machala        ; Tungurahua      ;C0001002108; $861,38 ;78%;54%;SI
E6150;93%; 6 ; 114 ;Muy Bueno; Esmeraldas     ; Manabí          ;C0001001950; $204,82 ;86%;67%;SI
E6151;89%; 2 ; 49 ;Reguar; Santo Domingo  ; Santo Domingo   ;C0001001424; $182,51 ;83%;60%;NO
E6152;91%; 2 ; 44 ;Reguar; Machala        ; Manabí          ;C0001001578; $148,68 ;82%;60%;NO
E6153;92%; 1 ; 26 ;Reguar; Quito          ; Guayas          ;C0001002094; $148,12 ;85%;65%;NO
E6154;87%; 6 ; 113 ;Reguar; Riobamba       ; Manabí          ;C0001001723; $320,94 ;76%;49%;SI
E6155;93%; 12 ; 223 ;Muy Bueno; Portoviejo     ; Guayas          ;C0001001681; $579,25 ;90%;74%;NO
E6156;93%; 7 ; 142 ;Muy Malo; Cuenca         ; Guayas          ;C0001002388; $276,49 ;88%;71%;NO
E6157;90%; 7 ; 140 ;Muy Bueno; Quito          ; Pichincha       ;C0001001433; $419,10 ;80%;56%;SI
E6158;92%; 6 ; 116 ;Malo; Santo Domingo  ; Guayas          ;C0001001693; $578,80 ;85%;65%;NO
E6159;92%; 8 ; 149 ;Reguar; Cuenca         ; Loja            ;C0001002318; $654,54 ;79%;56%;NO
E6160;85%; 5 ; 99 ;Bueno; Esmeraldas     ; El Oro          ;C0001001068; $147,83 ;92%;71%;NO
E6161;90%; 5 ; 101 ;Reguar; Portoviejo     ; Guayas          ;C0001001076; $166,16 ;87%;67%;SI
E6162;85%; 11 ; 202 ;Bueno; Machala        ; Esmeraldas      ;C0001002371; $262,02 ;84%;59%;NO
E6163;86%; 8 ; 149 ;Muy Malo; Loja           ; Manabí          ;C0001001671; $163,44 ;76%;49%;NO
E6164;83%; 3 ; 65 ;Muy Malo; Esmeraldas     ; Tungurahua      ;C0001002018; $147,35 ;78%;49%;NO
E6165;92%; 4 ; 84 ;Bueno; Machala        ; El Oro          ;C0001001230; $125,64 ;88%;70%;NO
E6166;94%; 6 ; 115 ;Muy Malo; Durán          ; Santo Domingo   ;C0001001112; $223,90 ;83%;63%;NO
E6167;92%; 9 ; 169 ;Reguar; Loja           ; Guayas          ;C0001002136; $236,26 ;82%;61%;NO
E6168;86%; 5 ; 104 ;Malo; Portoviejo     ; El Oro          ;C0001001451; $207,16 ;83%;58%;SI
E6169;86%; 13 ; 238 ;Reguar; Ambato         ; El Oro          ;C0001002488; $1.306,69 ;78%;51%;NO
E6170;90%; 8 ; 158 ;Muy Malo; Santo Domingo  ; Azuay           ;C0001001099; $331,17 ;88%;68%;NO
E6171;91%; 10 ; 189 ;Reguar; Riobamba       ; Manabí          ;C0001001680; $1.179,56 ;90%;72%;NO
E6172;93%; 5 ; 102 ;Reguar; Quito          ; Esmeraldas      ;C0001002013; $213,76 ;83%;63%;SI
E6173;96%; 9 ; 172 ;Muy Bueno; Quito          ; Santo Domingo   ;C0001002371; $515,64 ;86%;70%;NO
E6174;91%; 14 ; 264 ;Muy Malo; Manta          ; Manabí          ;C0001001688; $830,75 ;86%;66%;NO
E6175;94%; 8 ; 159 ;Reguar; Loja           ; Esmeraldas      ;C0001001533; $444,70 ;80%;59%;NO
E6176;94%; 5 ; 98 ;Muy Bueno; Esmeraldas     ; Guayas          ;C0001001820; $337,48 ;77%;55%;NO
E6177;97%; 6 ; 117 ;Reguar; Machala        ; Manabí          ;C0001001588; $350,73 ;89%;75%;SI
E6178;89%; 6 ; 123 ;Muy Malo; Esmeraldas     ; Esmeraldas      ;C0001002236; $368,01 ;81%;57%;NO
E6179;91%; 1 ; 25 ;Muy Bueno; Santo Domingo  ; Manabí          ;C0001001386; $154,56 ;78%;54%;NO
E6180;87%; 9 ; 178 ;Reguar; Loja           ; Manabí          ;C0001001634; $888,05 ;76%;49%;NO
E6181;96%; 12 ; 232 ;Malo; Guayaquil      ; Guayas          ;C0001001552; $521,73 ;91%;78%;SI
E6182;93%; 6 ; 117 ;Bueno; Loja           ; Guayas          ;C0001002151; $268,62 ;84%;64%;NO
E6183;94%; 4 ; 82 ;Malo; Santo Domingo  ; Pichincha       ;C0001002494; $261,82 ;78%;56%;NO
E6184;88%; 7 ; 131 ;Malo; Quito          ; Manabí          ;C0001001645; $574,82 ;81%;57%;NO
E6185;88%; 4 ; 80 ;Muy Bueno; Durán          ; Guayas          ;C0001001375; $286,70 ;81%;57%;NO
E6186;97%; 3 ; 65 ;Muy Bueno; Santo Domingo  ; Pichincha       ;C0001002114; $103,86 ;85%;69%;NO
E6187;92%; 4 ; 85 ;Muy Malo; Santo Domingo  ; Manabí          ;C0001001592; $529,75 ;80%;58%;NO
E6188;92%; 8 ; 150 ;Muy Malo; Loja           ; Santo Domingo   ;C0001001111; $449,28 ;80%;58%;NO
E6189;86%; 10 ; 196 ;Malo; Quito          ; Tungurahua      ;C0001001929; $469,39 ;86%;62%;NO
E6190;96%; 4 ; 79 ;Muy Malo; Cuenca         ; Chimborazo      ;C0001002449; $299,74 ;82%;63%;SI
E6191;93%; 4 ; 82 ;Muy Malo; Loja           ; Guayas          ;C0001001894; $306,71 ;87%;69%;NO
E6192;88%; 4 ; 79 ;Malo; Durán          ; Manabí          ;C0001002107; $173,01 ;92%;73%;NO
E6193;91%; 6 ; 114 ;Muy Malo; Santo Domingo  ; Santo Domingo   ;C0001001596; $284,33 ;79%;56%;NO
E6194;94%; 2 ; 50 ;Malo; Riobamba       ; Santo Domingo   ;C0001002030; $261,56 ;86%;68%;NO
E6195;94%; 14 ; 259 ;Bueno; Quito          ; Manabí          ;C0001001695; $1.164,69 ;86%;68%;NO
E6196;92%; 6 ; 115 ;Muy Bueno; Portoviejo     ; Guayas          ;C0001001583; $252,47 ;89%;71%;NO
E6197;91%; 5 ; 103 ;Reguar; Manta          ; Guayas          ;C0001002226; $154,10 ;82%;60%;SI
E6198;90%; 5 ; 98 ;Muy Bueno; Santo Domingo  ; Pichincha       ;C0001001079; $317,53 ;79%;55%;SI
E6199;91%; 2 ; 48 ;Malo; Quito          ; Pichincha       ;C0001001687; $76,37 ;79%;56%;NO
E6200;91%; 14 ; 262 ;Bueno; Riobamba       ; Loja            ;C0001001155; $1.046,92 ;83%;61%;NO
E6201;84%; 5 ; 98 ;Muy Bueno; Portoviejo     ; Manabí          ;C0001001593; $190,16 ;81%;54%;NO
E6202;92%; 9 ; 166 ;Muy Malo; Manta          ; Santo Domingo   ;C0001002360; $281,79 ;83%;62%;NO
E6203;90%; 3 ; 67 ;Muy Bueno; Durán          ; Pichincha       ;C0001002312; $100,05 ;86%;65%;SI
E6204;94%; 3 ; 59 ;Muy Malo; Quito          ; Manabí          ;C0001001688; $70,58 ;89%;73%;NO
E6205;93%; 13 ; 242 ;Bueno; Ambato         ; Loja            ;C0001001124; $1.208,95 ;86%;67%;NO
E6206;84%; 10 ; 196 ;Muy Malo; Ambato         ; Azuay           ;C0001002080; $586,56 ;78%;50%;NO
E6207;90%; 9 ; 169 ;Reguar; Quito          ; Manabí          ;C0001001641; $404,88 ;78%;54%;NO
E6208;88%; 2 ; 52 ;Reguar; Quito          ; Santo Domingo   ;C0001001391; $206,56 ;77%;51%;NO
E6209;92%; 12 ; 223 ;Muy Bueno; Portoviejo     ; Loja            ;C0001002407; $445,52 ;90%;73%;NO
E6210;89%; 11 ; 210 ;Reguar; Loja           ; Manabí          ;C0001001082; $534,66 ;82%;59%;NO
E6211;92%; 2 ; 52 ;Muy Bueno; Santo Domingo  ; Tungurahua      ;C0001001137; $103,52 ;83%;62%;NO
E6212;90%; 7 ; 133 ;Reguar; Cuenca         ; Esmeraldas      ;C0001001267; $504,26 ;87%;67%;NO
E6213;93%; 8 ; 155 ;Muy Malo; Manta          ; Azuay           ;C0001002346; $278,62 ;81%;60%;NO
E6214;92%; 12 ; 222 ;Muy Bueno; Cuenca         ; Guayas          ;C0001001340; $665,28 ;86%;67%;NO
E6215;92%; 3 ; 63 ;Reguar; Quito          ; Guayas          ;C0001001118; $178,87 ;89%;71%;NO
E6216;88%; 9 ; 176 ;Bueno; Riobamba       ; Manabí          ;C0001002250; $368,84 ;81%;57%;SI
E6217;95%; 4 ; 79 ;Reguar; Guayaquil      ; Esmeraldas      ;C0001002432; $299,63 ;79%;58%;NO
E6218;90%; 8 ; 150 ;Malo; Ambato         ; Santo Domingo   ;C0001001109; $359,28 ;76%;51%;SI
E6219;91%; 8 ; 157 ;Muy Malo; Portoviejo     ; Loja            ;C0001001366; $501,54 ;80%;57%;NO
E6220;90%; 13 ; 247 ;Muy Bueno; Portoviejo     ; Chimborazo      ;C0001001035; $419,39 ;88%;68%;NO
E6221;94%; 5 ; 105 ;Bueno; Manta          ; Azuay           ;C0001001100; $345,91 ;87%;70%;NO
E6222;92%; 2 ; 44 ;Malo; Portoviejo     ; Guayas          ;C0001001921; $105,02 ;81%;59%;NO
E6223;86%; 10 ; 190 ;Reguar; Quito          ; Manabí          ;C0001001807; $663,53 ;80%;54%;NO
E6224;89%; 7 ; 138 ;Reguar; Santo Domingo  ; Manabí          ;C0001001426; $791,60 ;87%;66%;NO
E6225;83%; 7 ; 139 ;Muy Malo; Durán          ; Esmeraldas      ;C0001001387; $481,24 ;80%;52%;NO
E6226;86%; 6 ; 119 ;Muy Malo; Cuenca         ; Guayas          ;C0001001046; $652,19 ;83%;58%;NO
E6227;90%; 4 ; 77 ;Bueno; Riobamba       ; Guayas          ;C0001001135; $276,12 ;89%;70%;NO
E6228;92%; 4 ; 81 ;Bueno; Santo Domingo  ; Guayas          ;C0001001290; $383,61 ;88%;70%;NO
E6229;89%; 14 ; 261 ;Bueno; Santo Domingo  ; Pichincha       ;C0001001596; $782,01 ;78%;53%;SI
E6230;93%; 9 ; 178 ;Muy Malo; Portoviejo     ; Guayas          ;C0001001248; $355,58 ;83%;63%;NO
E6231;94%; 5 ; 100 ;Muy Malo; Guayaquil      ; Loja            ;C0001002035; $399,28 ;88%;71%;NO
E6232;95%; 11 ; 204 ;Muy Malo; Durán          ; Manabí          ;C0001001909; $244,62 ;87%;70%;SI
E6233;86%; 12 ; 232 ;Bueno; Cuenca         ; Pichincha       ;C0001001101; $972,64 ;81%;55%;NO
E6234;91%; 9 ; 177 ;Reguar; Riobamba       ; Guayas          ;C0001001931; $477,17 ;87%;68%;NO
E6235;89%; 3 ; 64 ;Reguar; Esmeraldas     ; Loja            ;C0001001172; $318,35 ;85%;63%;SI
E6236;90%; 11 ; 204 ;Muy Malo; Esmeraldas     ; Tungurahua      ;C0001001296; $662,03 ;88%;68%;SI
E6237;89%; 8 ; 153 ;Muy Malo; Esmeraldas     ; Guayas          ;C0001002177; $610,68 ;88%;68%;NO
E6238;90%; 2 ; 41 ;Muy Malo; Esmeraldas     ; Azuay           ;C0001001431; $73,26 ;81%;58%;NO
E6239;87%; 4 ; 78 ;Malo; Cuenca         ; Esmeraldas      ;C0001001041; $124,18 ;88%;66%;NO
E6240;93%; 4 ; 82 ;Reguar; Ambato         ; Manabí          ;C0001002295; $212,65 ;80%;58%;NO
E6241;88%; 8 ; 152 ;Muy Bueno; Cuenca         ; El Oro          ;C0001001859; $181,97 ;88%;67%;SI
E6242;96%; 14 ; 262 ;Bueno; Cuenca         ; Guayas          ;C0001002185; $497,57 ;80%;60%;NO
E6243;87%; 6 ; 121 ;Malo; Machala        ; Loja            ;C0001001180; $331,68 ;78%;52%;NO
E6244;90%; 7 ; 135 ;Muy Malo; Portoviejo     ; Loja            ;C0001002466; $282,87 ;90%;71%;SI
E6245;97%; 11 ; 205 ;Muy Malo; Ambato         ; Guayas          ;C0001002005; $860,62 ;89%;75%;NO
E6246;93%; 13 ; 238 ;Muy Malo; Santo Domingo  ; Tungurahua      ;C0001002108; $261,57 ;90%;74%;NO
E6247;89%; 10 ; 187 ;Malo; Ambato         ; Santo Domingo   ;C0001002187; $700,01 ;89%;69%;SI
E6248;89%; 8 ; 155 ;Reguar; Guayaquil      ; El Oro          ;C0001001183; $649,61 ;83%;60%;NO
E6249;86%; 4 ; 84 ;Bueno; Cuenca         ; Santo Domingo   ;C0001001359; $192,23 ;92%;71%;NO
E6250;95%; 9 ; 173 ;Bueno; Guayaquil      ; Manabí          ;C0001001133; $432,13 ;80%;60%;SI
E6251;93%; 11 ; 207 ;Reguar; Loja           ; Guayas          ;C0001001070; $454,94 ;84%;64%;NO
E6252;91%; 11 ; 212 ;Muy Malo; Quito          ; Manabí          ;C0001002490; $1.005,72 ;87%;68%;SI
E6253;89%; 3 ; 67 ;Muy Malo; Guayaquil      ; Manabí          ;C0001002101; $160,01 ;84%;62%;NO
E6254;94%; 8 ; 152 ;Bueno; Loja           ; Tungurahua      ;C0001002192; $197,37 ;92%;78%;NO
E6255;91%; 11 ; 211 ;Muy Malo; Loja           ; Santo Domingo   ;C0001001199; $358,24 ;81%;59%;NO
E6256;93%; 7 ; 141 ;Reguar; Guayaquil      ; El Oro          ;C0001001959; $464,61 ;87%;69%;NO
E6257;95%; 12 ; 230 ;Malo; Portoviejo     ; Guayas          ;C0001001944; $827,46 ;85%;67%;NO
E6258;88%; 11 ; 208 ;Bueno; Esmeraldas     ; Santo Domingo   ;C0001002020; $747,50 ;89%;68%;NO
E6259;95%; 9 ; 171 ;Malo; Machala        ; Santo Domingo   ;C0001001108; $341,70 ;79%;58%;NO
E6260;94%; 5 ; 101 ;Malo; Santo Domingo  ; Loja            ;C0001001410; $241,97 ;84%;65%;NO
E6261;91%; 8 ; 152 ;Muy Bueno; Santo Domingo  ; Tungurahua      ;C0001001135; $485,54 ;80%;57%;NO
E6262;87%; 3 ; 64 ;Reguar; Guayaquil      ; Manabí          ;C0001002381; $333,95 ;81%;56%;NO
E6263;84%; 11 ; 204 ;Malo; Santo Domingo  ; Santo Domingo   ;C0001001367; $284,93 ;88%;64%;NO
E6264;94%; 3 ; 63 ;Reguar; Ambato         ; El Oro          ;C0001001362; $179,04 ;82%;62%;NO
E6265;94%; 5 ; 106 ;Muy Bueno; Machala        ; El Oro          ;C0001002065; $338,62 ;82%;62%;NO
E6266;92%; 7 ; 133 ;Muy Bueno; Santo Domingo  ; Chimborazo      ;C0001002116; $418,19 ;84%;64%;NO
E6267;92%; 9 ; 172 ;Malo; Cuenca         ; Chimborazo      ;C0001001134; $334,93 ;80%;58%;NO
E6268;89%; 6 ; 114 ;Bueno; Manta          ; Guayas          ;C0001001019; $227,34 ;90%;71%;NO
E6269;93%; 6 ; 115 ;Reguar; Machala        ; Loja            ;C0001002356; $252,54 ;81%;60%;SI
E6270;90%; 1 ; 33 ;Malo; Machala        ; Manabí          ;C0001001737; $143,88 ;84%;62%;NO
E6271;89%; 5 ; 98 ;Malo; Durán          ; Esmeraldas      ;C0001002401; $366,26 ;86%;65%;NO
E6272;93%; 9 ; 168 ;Muy Bueno; Guayaquil      ; El Oro          ;C0001002094; $218,13 ;89%;72%;SI
E6273;95%; 12 ; 231 ;Muy Malo; Esmeraldas     ; Santo Domingo   ;C0001001104; $438,62 ;87%;70%;NO
E6274;94%; 10 ; 188 ;Reguar; Manta          ; Loja            ;C0001002242; $751,28 ;86%;68%;NO
E6275;90%; 13 ; 240 ;Bueno; Portoviejo     ; Loja            ;C0001002147; $1.258,43 ;86%;65%;NO
E6276;88%; 7 ; 132 ;Bueno; Quito          ; Tungurahua      ;C0001002475; $394,92 ;83%;59%;SI
E6277;94%; 9 ; 168 ;Malo; Santo Domingo  ; El Oro          ;C0001002098; $285,29 ;82%;62%;SI
E6278;92%; 14 ; 258 ;Malo; Esmeraldas     ; Manabí          ;C0001001090; $708,84 ;86%;67%;NO
E6279;88%; 7 ; 135 ;Bueno; Durán          ; Manabí          ;C0001001494; $403,92 ;88%;67%;NO
